eta,V_s,T_top,T_bot,phi,alpha,alpha_e,V_w,V_a,L,D,M_air,Cl,Cd,Cm,iter,a_v
0.15,9,3.5777,3.7307,59.442,59.442,49.894,1.9519,10.133,2.7801,3.3002,-0.037339,1.0211,1.2122,-0.15764,4,0.40646
0.2,9,3.5298,3.6843,57.668,57.668,45.711,2.6049,10.624,3.1393,3.279,-0.037706,1.0489,1.0956,-0.14481,4,0.46039
0.25,9,3.5061,3.6474,56.084,56.084,42.031,3.264,11.155,3.444,3.2525,-0.03447,1.0437,0.9857,-0.12007,4,0.51755
0.3,9,3.4638,3.596,54.567,54.567,38.754,3.918,11.715,3.747,3.1926,-0.03227,1.0296,0.87729,-0.10192,3,0.57676
0.35,9,3.4152,3.5582,53.28,53.28,35.938,4.5707,12.292,4.0089,3.1161,-0.034891,1.0006,0.77779,-0.1001,4,0.6392
0.4,9,3.4277,3.583,52.598,52.598,33.71,5.2494,12.882,4.1396,3.0844,-0.0379,0.94069,0.70091,-0.098994,3,0.71007
0.45,9,3.4479,3.6134,52.068,52.068,31.757,5.9356,13.487,4.2432,3.058,-0.040385,0.87965,0.63395,-0.096231,5,0.78613
0.5,9,3.3546,3.53,50.734,50.734,29.616,6.5618,14.1,4.5152,2.9272,-0.042811,0.85644,0.55522,-0.093338,4,0.85321
0.55,9,3.1748,3.3628,48.768,48.768,27.397,7.1273,14.709,4.8955,2.7115,-0.045868,0.85329,0.47261,-0.091895,4,0.91054
0.6,9,3.2272,3.4284,48.686,48.686,26.139,7.8331,15.344,4.9066,2.7206,-0.049105,0.78589,0.43575,-0.090404,4,1.0003
0.65,9,3.2986,3.4955,48.686,48.686,24.999,8.5555,15.996,4.9012,2.7478,-0.04804,0.72237,0.40498,-0.081384,4,1.0974
0.7,9,3.3687,3.5591,48.691,48.691,23.941,9.2854,16.66,4.8966,2.7784,-0.046452,0.6653,0.3775,-0.072546,3,1.2006
0.75,9,3.441,3.6238,48.737,48.737,22.97,10.025,17.335,4.8865,2.8151,-0.044608,0.6132,0.35325,-0.064341,3,1.3107
0.8,9,3.513,3.6869,48.839,48.839,22.091,10.771,18.017,4.8716,2.8513,-0.042438,0.56593,0.33123,-0.056667,3,1.4278
0.85,9,3.5748,3.7601,48.963,48.963,21.275,11.525,18.709,4.8541,2.8913,-0.045221,0.52297,0.3115,-0.056,3,1.5522
0.9,9,3.6354,3.8346,49.105,49.105,20.517,12.287,19.41,4.8346,2.9349,-0.048605,0.4839,0.29375,-0.055919,3,1.684
0.95,9,3.6953,3.9134,49.277,49.277,19.815,13.059,20.122,4.8107,2.9836,-0.053206,0.44806,0.27788,-0.05696,3,1.8242
1,9,3.7576,3.9947,49.491,49.491,19.166,13.841,20.843,4.781,3.0372,-0.057857,0.41504,0.26366,-0.05773,3,1.9736
0,10,3.4686,3.6898,58.137,58.137,58.137,0,10,2.4078,3.7789,-0.053963,0.908,1.425,-0.23391,4,0.31243
0.05,10,3.4373,3.6327,56.686,56.686,53.644,0.659,10.377,2.7816,3.7407,-0.047684,0.97423,1.3101,-0.19196,4,0.3631
0.1,10,3.3891,3.5595,54.889,54.889,49.159,1.3197,10.813,3.1883,3.6967,-0.041587,1.0283,1.1923,-0.15417,4,0.41535
0.15,10,3.3383,3.5098,53.119,53.119,45.045,1.9847,11.303,3.5572,3.6465,-0.041848,1.05,1.0763,-0.14198,4,0.46993
0.2,10,3.3141,3.467,51.561,51.561,41.438,2.6558,11.835,3.8676,3.5918,-0.037305,1.0412,0.96699,-0.11544,4,0.52774
0.25,10,3.2602,3.4069,50.051,50.051,38.196,3.3222,12.398,4.1838,3.4961,-0.035792,1.0265,0.85776,-0.10094,4,0.58775
0.3,10,3.2173,3.3767,48.88,48.88,35.481,3.9927,12.979,4.4291,3.4026,-0.038902,0.9915,0.76172,-0.1001,4,0.65171
0.35,10,3.2407,3.4125,48.304,48.304,33.366,4.687,13.577,4.5416,3.3687,-0.04192,0.92916,0.68921,-0.09858,4,0.72306
0.4,10,3.254,3.4363,47.745,47.745,31.44,5.3823,14.19,4.6564,3.3253,-0.044475,0.87208,0.62278,-0.095742,4,0.7982
0.45,10,3.1028,3.2954,46.074,46.074,29.097,6.0043,14.811,5.0062,3.1125,-0.046999,0.86063,0.53508,-0.092872,4,0.86324
0.5,10,2.9652,3.1719,44.547,44.547,27.032,6.6218,15.435,5.3048,2.9122,-0.050433,0.83971,0.46098,-0.091761,4,0.9303
0.55,10,3.0414,3.2594,44.619,44.619,25.895,7.3502,16.083,5.2866,2.9437,-0.053189,0.77074,0.42916,-0.089133,4,1.0214
0.6,10,3.1134,3.3241,44.587,44.587,24.784,8.0817,16.746,5.2869,2.9691,-0.051399,0.71097,0.39928,-0.079447,4,1.1169
0.65,10,3.1881,3.3924,44.603,44.603,23.769,8.8242,17.422,5.2802,3.0036,-0.049855,0.65604,0.37318,-0.071198,3,1.2189
0.7,10,3.2644,3.4598,44.653,44.653,22.837,9.5757,18.109,5.2699,3.0428,-0.047678,0.60602,0.34991,-0.06302,3,1.3274
0.75,10,3.3389,3.5268,44.754,44.754,21.99,10.333,18.803,5.2555,3.0822,-0.045849,0.56058,0.32876,-0.056212,3,1.4423
0.8,10,3.4029,3.6047,44.871,44.871,21.203,11.1,19.507,5.2391,3.1259,-0.049241,0.5192,0.30978,-0.056091,3,1.564
0.85,10,3.4667,3.6827,45.006,45.006,20.47,11.874,20.221,5.2208,3.1734,-0.052717,0.48148,0.29267,-0.055882,3,1.6928
0.9,10,3.5293,3.766,45.169,45.169,19.79,12.659,20.946,5.1984,3.2267,-0.057761,0.44682,0.27735,-0.057067,3,1.8294
0.95,10,3.5947,3.8512,45.369,45.369,19.163,13.453,21.68,5.1709,3.2853,-0.062579,0.41488,0.26359,-0.057712,3,1.9744
1,10,3.6828,3.9118,45.607,45.607,18.587,14.253,22.418,5.1403,3.3426,-0.055858,0.38572,0.25082,-0.048178,3,2.1274
0,11,3.2487,3.4523,52.331,52.331,52.331,0,11,3.1833,4.095,-0.049673,0.9921,1.2762,-0.17794,4,0.37804
0.05,11,3.1914,3.3775,50.504,50.504,47.895,0.67513,11.441,3.6051,4.018,-0.045417,1.0386,1.1575,-0.15039,4,0.43115
0.1,11,3.1473,3.3291,48.812,48.812,43.907,1.3563,11.937,3.9651,3.9403,-0.04435,1.0494,1.0428,-0.13491,4,0.48706
0.15,11,3.1197,3.2792,47.309,47.309,40.395,2.0433,12.476,4.2789,3.8517,-0.038917,1.0367,0.93315,-0.10837,4,0.54624
0.2,11,3.0539,3.2152,45.861,45.861,37.233,2.7274,13.047,4.5982,3.718,-0.039339,1.0187,0.82368,-0.10017,4,0.60804
0.25,11,3.034,3.2097,44.93,44.93,34.722,3.4225,13.639,4.7967,3.6277,-0.04286,0.97241,0.73542,-0.099871,4,0.67474
0.3,11,3.0686,3.2562,44.463,44.463,32.733,4.1358,14.249,4.8903,3.5949,-0.045771,0.90827,0.66767,-0.097713,4,0.74769
0.35,11,3.0534,3.2516,43.749,43.749,30.75,4.8391,14.877,5.0463,3.5094,-0.048364,0.85984,0.59797,-0.094721,4,0.82264
0.4,11,2.8075,3.0173,41.539,41.539,28.051,5.4561,15.512,5.5142,3.1609,-0.051175,0.86423,0.49539,-0.09219,5,0.88637
0.45,11,2.7998,3.0255,41.002,41.002,26.526,6.1568,16.159,5.6164,3.0904,-0.055073,0.81109,0.44631,-0.091418,5,0.96724
0.5,11,2.8851,3.114,41.079,41.079,25.441,6.9021,16.826,5.5962,3.1295,-0.055859,0.74545,0.41686,-0.085525,4,1.0596
0.55,11,2.96,3.1802,41.05,41.05,24.371,7.6504,17.506,5.5966,3.1572,-0.053712,0.68869,0.3885,-0.07597,4,1.1565
0.6,11,3.0389,3.2526,41.077,41.077,23.4,8.4107,18.2,5.5881,3.1968,-0.052121,0.63622,0.36396,-0.068209,4,1.2599
0.65,11,3.1192,3.3214,41.144,41.144,22.513,9.1783,18.902,5.5766,3.2382,-0.049332,0.58858,0.34177,-0.059847,4,1.3694
0.7,11,3.1929,3.3954,41.247,41.247,21.701,9.9531,19.614,5.5623,3.2817,-0.049396,0.54525,0.3217,-0.055657,3,1.4853
0.75,11,3.2581,3.4781,41.362,41.362,20.943,10.737,20.336,5.5464,3.3301,-0.053671,0.50575,0.30366,-0.056253,4,1.6078
0.8,11,3.3252,3.5596,41.496,41.496,20.239,11.529,21.068,5.5283,3.3826,-0.057188,0.46967,0.28738,-0.055846,3,1.7372
0.85,11,3.3893,3.6498,41.66,41.66,19.586,12.331,21.811,5.5057,3.4423,-0.06355,0.43643,0.27286,-0.057902,3,1.8744
0.9,11,3.463,3.7329,41.859,41.859,18.986,13.142,22.562,5.479,3.5055,-0.065853,0.40589,0.25969,-0.056074,3,2.0192
0.95,11,3.5616,3.7882,42.089,42.089,18.434,13.958,23.317,5.4503,3.5672,-0.055283,0.37803,0.24742,-0.044074,3,2.1716
1,11,3.6719,3.8313,42.325,42.325,17.913,14.781,24.081,5.4209,3.6317,-0.038892,0.35251,0.23616,-0.02907,3,2.3318
0,12,2.9974,3.1977,46.47,46.47,46.47,0,12,3.996,4.2668,-0.048877,1.0465,1.1174,-0.14712,4,0.4499
0.05,12,2.9661,3.1509,44.895,44.895,42.629,0.70082,12.506,4.3381,4.1649,-0.045076,1.046,1.0042,-0.12492,4,0.50754
0.1,12,2.9242,3.0903,43.429,43.429,39.179,1.4074,13.058,4.6644,4.0335,-0.040531,1.0316,0.89206,-0.10303,4,0.56863
0.15,12,2.8621,3.0382,42.146,42.146,36.173,2.1158,13.643,4.9589,3.8797,-0.042978,1.0047,0.78607,-0.10009,4,0.63313
0.2,12,2.8745,3.065,41.484,41.484,33.903,2.8384,14.251,5.1003,3.8099,-0.04648,0.94705,0.70746,-0.099204,4,0.70299
0.25,12,2.9061,3.1083,41.032,41.032,31.967,3.5712,14.88,5.1973,3.765,-0.04932,0.88522,0.64127,-0.096556,4,0.77796
0.3,12,2.804,3.0169,39.82,39.82,29.663,4.2758,15.527,5.4737,3.5615,-0.051943,0.85615,0.55705,-0.093385,5,0.85222
0.35,12,2.5946,2.822,37.97,37.97,27.14,4.9432,16.185,5.8654,3.2254,-0.055478,0.84437,0.46431,-0.091799,6,0.92389
0.4,12,2.6722,2.9132,38.004,38.004,25.995,5.6965,16.858,5.8537,3.2544,-0.058823,0.77679,0.43186,-0.089723,6,1.0128
0.45,12,2.7524,2.9864,37.985,37.985,24.892,6.4583,17.546,5.8513,3.283,-0.05711,0.71671,0.40213,-0.080405,6,1.1071
0.5,12,2.8337,3.0606,37.994,37.994,23.878,7.2303,18.249,5.8452,3.3197,-0.055358,0.66189,0.37591,-0.072052,4,1.2073
0.55,12,2.9167,3.1346,38.034,38.034,22.946,8.0119,18.964,5.8357,3.3632,-0.05319,0.61191,0.35265,-0.064107,4,1.3137
0.6,12,2.9988,3.2067,38.119,38.119,22.102,8.8002,19.688,5.8231,3.4075,-0.050727,0.56655,0.33152,-0.056728,4,1.4262
0.65,12,3.0694,3.29,38.222,38.222,21.319,9.597,20.422,5.8088,3.4564,-0.053825,0.52524,0.31254,-0.055942,4,1.5451
0.7,12,3.138,3.3752,38.339,38.339,20.59,10.402,21.167,5.793,3.5098,-0.057868,0.4876,0.29542,-0.055986,4,1.6706
0.75,12,3.2066,3.4635,38.478,38.478,19.914,11.217,21.922,5.774,3.5691,-0.062696,0.45309,0.28007,-0.05655,4,1.8033
0.8,12,3.2747,3.558,38.649,38.649,19.29,12.042,22.687,5.7505,3.6356,-0.069126,0.42132,0.26637,-0.058215,4,1.9435
0.85,12,3.3636,3.6304,38.852,38.852,18.718,12.872,23.458,5.7244,3.7024,-0.065114,0.39229,0.25373,-0.05129,3,2.0909
0.9,12,3.4739,3.6789,39.075,39.075,18.187,13.709,24.235,5.6971,3.7692,-0.050025,0.36579,0.242,-0.036918,3,2.2457
0.95,12,3.5886,3.7243,39.294,39.294,17.68,14.555,25.023,5.6697,3.8411,-0.033102,0.34146,0.23133,-0.022914,3,2.4085
1,12,3.6993,3.7711,39.519,39.519,17.203,15.407,25.819,5.6424,3.9134,-0.017531,0.3192,0.22139,-0.0114,3,2.5791
0,13,2.796,2.9802,41.422,41.422,41.422,0,13,4.6659,4.3313,-0.044963,1.0412,0.96649,-0.11532,4,0.52801
0.05,13,2.7358,2.9111,39.994,39.994,38.009,0.73117,13.568,5.0051,4.1553,-0.042773,1.0252,0.85117,-0.10071,4,0.59155
0.1,13,2.6969,2.887,38.957,38.957,35.222,1.4682,14.172,5.2489,4.0088,-0.046364,0.98557,0.7527,-0.10006,4,0.65921
0.15,13,2.7333,2.9368,38.479,38.479,33.128,2.2182,14.801,5.3517,3.9569,-0.049665,0.92124,0.68115,-0.098269,4,0.7322
0.2,13,2.7412,2.9563,37.919,37.919,31.13,2.9722,15.453,5.4825,3.8737,-0.052487,0.86579,0.61174,-0.095273,5,0.80955
0.25,13,2.4809,2.7077,35.823,35.823,28.151,3.6781,16.127,5.9635,3.4419,-0.055345,0.86472,0.49908,-0.092243,5,0.88356
0.3,13,2.4676,2.7118,35.27,35.27,26.522,4.4275,16.81,6.0759,3.3435,-0.059595,0.81082,0.44619,-0.091412,6,0.96759
0.35,13,2.5598,2.8074,35.337,35.337,25.431,5.2083,17.51,6.0561,3.3869,-0.060427,0.74491,0.41659,-0.085432,4,1.0605
0.4,13,2.6421,2.8801,35.312,35.312,24.351,5.9954,18.225,6.0557,3.417,-0.058083,0.68755,0.38796,-0.0758,4,1.1586
0.45,13,2.7281,2.959,35.338,35.338,23.372,6.7938,18.954,6.047,3.4608,-0.056341,0.63475,0.36328,-0.067978,5,1.263
0.5,13,2.8152,3.0336,35.4,35.4,22.482,7.6001,19.693,6.0361,3.5069,-0.053295,0.58692,0.341,-0.059565,4,1.3736
0.55,13,2.8945,3.1144,35.493,35.493,21.667,8.414,20.443,6.023,3.5561,-0.053653,0.54349,0.32089,-0.055649,4,1.4904
0.6,13,2.965,3.2041,35.597,35.597,20.908,9.2368,21.204,6.0085,3.6106,-0.058339,0.50398,0.30285,-0.056245,4,1.6137
0.65,13,3.0374,3.2924,35.719,35.719,20.205,10.068,21.975,5.992,3.6701,-0.062241,0.46794,0.28661,-0.05587,4,1.7439
0.7,13,3.1062,3.3902,35.868,35.868,19.555,10.909,22.757,5.9714,3.7377,-0.069299,0.43483,0.27218,-0.058004,4,1.8814
0.75,13,3.1865,3.4785,36.048,36.048,18.959,11.759,23.547,5.9473,3.8093,-0.071262,0.40451,0.25909,-0.055711,4,2.0263
0.8,13,3.2934,3.5367,36.255,36.255,18.411,12.613,24.342,5.922,3.8797,-0.059376,0.3769,0.24692,-0.043436,3,2.1782
0.85,13,3.4122,3.583,36.466,36.466,17.894,13.475,25.146,5.8961,3.9535,-0.041667,0.35162,0.23578,-0.028561,4,2.3378
0.9,13,3.5291,3.6316,36.674,36.674,17.402,14.347,25.961,5.8703,4.0316,-0.024995,0.32845,0.22557,-0.016074,3,2.5053
0.95,13,3.6404,3.6781,36.902,36.902,16.948,15.22,26.778,5.8446,4.1042,-0.0091872,0.30737,0.21584,-0.0055535,4,2.68
1,13,3.7493,3.719,37.149,37.149,16.528,16.094,27.596,5.8191,4.1706,0.0073867,0.28816,0.20653,0.0042045,4,2.8617
0,14,2.5665,2.752,37.04,37.04,37.04,0,14,5.2837,4.2453,-0.045271,1.0166,0.81681,-0.10012,4,0.61237
0.05,14,2.5586,2.7602,36.243,36.243,34.466,0.76727,14.626,5.4734,4.1219,-0.049206,0.96489,0.72665,-0.099706,4,0.68322
0.1,14,2.6023,2.817,35.833,35.833,32.438,1.5455,15.28,5.5657,4.0711,-0.052396,0.89898,0.65757,-0.097277,4,0.75935
0.15,14,2.5526,2.7789,34.983,34.983,30.196,2.3229,15.959,5.7763,3.8998,-0.055222,0.85528,0.57743,-0.093985,5,0.83942
0.2,14,2.2909,2.5319,32.982,32.982,27.222,3.0714,16.661,6.2385,3.4368,-0.058804,0.84756,0.46692,-0.091829,6,0.91933
0.25,14,2.371,2.6275,32.988,32.988,26.025,3.868,17.373,6.2317,3.4628,-0.062582,0.77865,0.43268,-0.089881,5,1.0102
0.3,14,2.4592,2.7083,32.974,32.974,24.893,4.6752,18.102,6.2281,3.4944,-0.06079,0.71676,0.40215,-0.080413,5,1.107
0.35,14,2.548,2.7893,32.982,32.982,23.853,5.4927,18.846,6.2216,3.5347,-0.058883,0.66057,0.3753,-0.07186,4,1.2099
0.4,14,2.6383,2.8697,33.02,33.02,22.902,6.3199,19.604,6.212,3.5827,-0.056455,0.60955,0.35155,-0.063674,4,1.3191
0.45,14,2.7267,2.9482,33.1,33.1,22.043,7.1544,20.372,6.2001,3.6323,-0.054031,0.5634,0.33006,-0.056434,5,1.4346
0.5,14,2.8023,3.0393,33.195,33.195,21.247,7.9977,21.151,6.1866,3.6874,-0.057832,0.52151,0.31084,-0.056036,5,1.5567
0.55,14,2.8767,3.1312,33.304,33.304,20.509,8.8496,21.941,6.1718,3.7475,-0.062097,0.48346,0.29356,-0.055912,4,1.6856
0.6,14,2.9498,3.2281,33.434,33.434,19.827,9.7106,22.742,6.1538,3.8149,-0.0679,0.44869,0.27816,-0.056906,4,1.8215
0.65,14,3.0246,3.3284,33.594,33.594,19.201,10.581,23.553,6.1317,3.8899,-0.074121,0.41683,0.26443,-0.057916,4,1.965
0.7,14,3.1246,3.401,33.784,33.784,18.629,11.457,24.37,6.1078,3.9648,-0.067443,0.38783,0.25176,-0.049223,4,2.1155
0.75,14,3.2451,3.4509,33.987,33.987,18.097,12.34,25.194,6.0832,4.0409,-0.050214,0.3614,0.24007,-0.03429,4,2.2735
0.8,14,3.3679,3.5,34.185,34.185,17.589,13.232,26.03,6.0585,4.1227,-0.032249,0.33719,0.22945,-0.02063,3,2.4394
0.85,14,3.4857,3.5497,34.392,34.392,17.115,14.129,26.872,6.0341,4.2031,-0.015621,0.31512,0.2195,-0.0093767,3,2.6129
0.9,14,3.5981,3.5941,34.627,34.627,16.682,15.026,27.713,6.01,4.2745,0.00098431,0.29511,0.20989,0.00055555,3,2.7932
0.95,14,3.718,3.634,34.842,34.842,16.26,15.933,28.566,5.9864,4.3533,0.020503,0.27665,0.20118,0.010891,4,2.9822
1,14,3.8728,3.6724,34.929,34.929,15.784,16.88,29.469,5.9657,4.4771,0.048901,0.25905,0.19441,0.024407,4,3.1847
0,15,2.4374,2.6484,33.903,33.903,33.903,0,15,5.6507,4.2211,-0.051495,0.94707,0.70747,-0.099204,4,0.70297
0.05,15,2.4763,2.7004,33.484,33.484,31.854,0.80874,15.681,5.752,4.1556,-0.054674,0.88216,0.63732,-0.09638,5,0.78239
0.1,15,2.2951,2.5307,31.966,31.966,28.981,1.6122,16.39,6.1377,3.7795,-0.057499,0.86163,0.53057,-0.09278,5,0.86543
0.15,15,2.1806,2.4345,30.86,30.86,26.708,2.4164,17.119,6.391,3.5082,-0.061941,0.82237,0.45142,-0.091612,6,0.95285
0.2,15,2.2809,2.5425,30.936,30.936,25.575,3.2464,17.863,6.3681,3.5579,-0.063829,0.75263,0.4205,-0.086711,6,1.0484
0.25,15,2.371,2.6219,30.908,30.908,24.439,4.0851,18.624,6.3677,3.5892,-0.06123,0.69235,0.39025,-0.076522,5,1.1498
0.3,15,2.4646,2.7079,30.931,30.931,23.418,4.9348,19.4,6.3589,3.6367,-0.059352,0.63718,0.36441,-0.06836,4,1.2578
0.35,15,2.5593,2.7892,30.987,30.987,22.491,5.793,20.188,6.3483,3.6877,-0.056083,0.58742,0.34123,-0.059649,4,1.3723
0.4,15,2.6451,2.8768,31.074,31.074,21.648,6.6594,20.987,6.3358,3.7424,-0.056548,0.54245,0.32041,-0.055649,4,1.4934
0.45,15,2.7213,2.9739,31.171,31.171,20.865,7.5347,21.799,6.3221,3.8032,-0.061638,0.50173,0.30183,-0.056226,4,1.6213
0.5,15,2.7993,3.0699,31.286,31.286,20.142,8.4186,22.621,6.3064,3.8699,-0.066038,0.46476,0.2852,-0.05594,5,1.7563
0.55,15,2.8733,3.176,31.426,31.426,19.479,9.312,23.454,6.2864,3.946,-0.073857,0.43096,0.27051,-0.058197,4,1.8988
0.6,15,2.9632,3.2667,31.597,31.597,18.873,10.213,24.295,6.2638,4.0257,-0.074051,0.40018,0.25719,-0.054378,4,2.0487
0.65,15,3.0816,3.3252,31.79,31.79,18.318,11.119,25.143,6.2403,4.1048,-0.059442,0.37225,0.24486,-0.040756,4,2.206
0.7,15,3.2096,3.3747,31.983,31.983,17.792,12.034,26.001,6.2165,4.1887,-0.040277,0.34676,0.23365,-0.025824,4,2.3711
0.75,15,3.3342,3.4267,32.176,32.176,17.295,12.957,26.868,6.1928,4.2756,-0.022583,0.3235,0.22335,-0.01356,4,2.5442
0.8,15,3.4523,3.475,32.393,32.393,16.841,13.881,27.737,6.1697,4.3546,-0.0055379,0.30243,0.21345,-0.0031202,3,2.7245
0.85,15,3.5713,3.5175,32.616,32.616,16.415,14.81,28.61,6.1472,4.4318,0.013144,0.2832,0.20417,0.0069603,4,2.9124
0.9,15,3.7151,3.5579,32.761,32.761,15.962,15.764,29.516,6.1252,4.5396,0.038368,0.26514,0.19651,0.01909,4,3.1119
0.95,15,3.8805,3.5786,32.718,32.718,15.434,16.746,30.464,6.1191,4.6684,0.07367,0.24864,0.18969,0.034407,4,3.3222
1,15,3.9077,3.5108,32.669,32.669,14.991,17.609,31.301,6.1677,4.5887,0.09683,0.23739,0.17662,0.042839,5,3.5126
0,16,2.3545,2.5861,31.397,31.397,31.397,0,16,5.9136,4.2173,-0.056506,0.87112,0.62124,-0.095675,5,0.79983
0.05,16,2.0766,2.3207,29.436,29.436,28.02,0.8418,16.738,6.4191,3.6721,-0.059577,0.86402,0.49426,-0.092174,5,0.88728
0.1,16,2.0929,2.3566,29.059,29.059,26.368,1.691,17.497,6.5019,3.5881,-0.064363,0.80086,0.44197,-0.091125,5,0.98044
0.15,16,2.1947,2.4575,29.092,29.092,25.195,2.5541,18.274,6.4874,3.6328,-0.064121,0.73259,0.41024,-0.083228,5,1.0804
0.2,16,2.2905,2.5434,29.085,29.085,24.073,3.4273,19.068,6.4833,3.6719,-0.061721,0.67244,0.38084,-0.073581,4,1.1868
0.25,16,2.3886,2.6321,29.115,29.115,23.058,4.3108,19.877,6.4737,3.724,-0.05941,0.61789,0.35544,-0.065178,4,1.3001
0.3,16,2.4859,2.7166,29.186,29.186,22.145,5.2027,20.698,6.4624,3.7784,-0.05631,0.56884,0.33259,-0.056972,4,1.4201
0.35,16,2.5689,2.8142,29.274,29.274,21.307,6.1033,21.532,6.4495,3.8388,-0.059852,0.52461,0.31225,-0.055958,4,1.547
0.4,16,2.6492,2.914,29.375,29.375,20.532,7.0126,22.377,6.4354,3.9051,-0.064613,0.48466,0.2941,-0.055932,4,1.6812
0.45,16,2.728,3.0186,29.497,29.497,19.821,7.9309,23.233,6.4181,3.9796,-0.070899,0.44838,0.27802,-0.056933,4,1.8229
0.5,16,2.8089,3.1262,29.647,29.647,19.172,8.8581,24.1,6.3969,4.0628,-0.077401,0.41533,0.26379,-0.057764,5,1.9722
0.55,16,2.9185,3.2017,29.826,29.826,18.581,9.7915,24.974,6.3743,4.1461,-0.069103,0.38541,0.25069,-0.048025,4,2.1291
0.6,16,3.0492,3.2541,30.016,30.016,18.032,10.732,25.856,6.3513,4.2314,-0.050008,0.35827,0.23869,-0.032424,4,2.2937
0.65,16,3.1807,3.3072,30.2,30.2,17.511,11.681,26.749,6.3281,4.3228,-0.030865,0.33352,0.22783,-0.018698,4,2.4667
0.7,16,3.3062,3.3595,30.398,30.398,17.028,12.635,27.647,6.3055,4.4108,-0.013019,0.31109,0.21761,-0.0073829,4,2.6474
0.75,16,3.427,3.4055,30.619,30.619,16.587,13.59,28.547,6.2838,4.4903,0.0052685,0.29079,0.20779,0.0028023,3,2.8354
0.8,16,3.5619,3.4475,30.802,30.802,16.145,14.559,29.464,6.2621,4.5853,0.027917,0.27202,0.19918,0.013939,4,3.0332
0.85,16,3.7379,3.4845,30.829,30.829,15.631,15.567,30.432,6.2446,4.7303,0.061839,0.25428,0.19262,0.028944,4,3.2449
0.9,16,3.8313,3.4496,30.754,30.754,15.126,16.519,31.355,6.2738,4.7421,0.093133,0.24065,0.18189,0.041061,5,3.4505
0.95,16,3.7484,3.3187,30.767,30.767,14.758,17.323,32.131,6.3581,4.4933,0.10484,0.23224,0.16413,0.044017,5,3.63
1,16,3.507,3.0736,30.674,30.674,14.425,17.972,32.766,6.5092,3.9983,0.10576,0.22863,0.14044,0.042701,5,3.7771
0,17,1.9425,2.1938,27.571,27.571,27.571,0,17,6.573,3.6666,-0.061317,0.85769,0.47844,-0.091966,6,0.90293
0.05,17,2.0101,2.2807,27.453,27.453,26.136,0.88698,17.792,6.5951,3.657,-0.066011,0.78569,0.43566,-0.09039,5,1.0005
0.1,17,2.1126,2.3764,27.451,27.451,24.915,1.7853,18.603,6.5881,3.6957,-0.064358,0.71793,0.40274,-0.080613,5,1.105
0.15,17,2.214,2.4688,27.459,27.459,23.793,2.6943,19.431,6.5809,3.7422,-0.062178,0.65733,0.37378,-0.071387,5,1.2164
0.2,17,2.3169,2.5595,27.498,27.498,22.778,3.6133,20.274,6.5707,3.7977,-0.0592,0.60285,0.34843,-0.06243,4,1.3348
0.25,17,2.4146,2.6504,27.576,27.576,21.866,4.5408,21.13,6.5589,3.8563,-0.057528,0.554,0.32572,-0.055851,4,1.4605
0.3,17,2.4979,2.7552,27.665,27.665,21.027,5.4774,21.999,6.5458,3.9221,-0.062792,0.51007,0.30562,-0.056241,4,1.5935
